Square Feet,Price,Zip,City,State,Street Address,Bedrooms,Bathrooms,URL,Image
1344,149000,98002,Auburn,WA,3225 M St SE 121,3,3,https://www.redfin.com/WA/Auburn/3225-M-St-SE-98002/unit-121/home/193407092,https://ssl.cdn-redfin.com/photo/1/islphoto/461/genIslnoResize.2313461_0.jpg
1006,389000,98092,Auburn,WA,1039 61st St SE 106,2,2,https://www.redfin.com/WA/Auburn/1039-61st-St-SE-98092/unit-106/home/3027182,https://ssl.cdn-redfin.com/photo/1/islphoto/261/genIslnoResize.2313261_0.jpg
972,360000,98092,Auburn,WA,6432 Hazel Ln SE Unit C,2,2,https://www.redfin.com/WA/Auburn/6432-Hazel-Ln-SE-98092/unit-C/home/177012776,https://ssl.cdn-redfin.com/photo/1/islphoto/359/genIslnoResize.2313359_0.jpg
1242,394999,98002,Auburn,WA,1811 F St SE 4,2,2,https://www.redfin.com/WA/Auburn/1811-F-St-SE-98002/unit-4/home/193701838,https://ssl.cdn-redfin.com/photo/1/islphoto/750/genIslnoResize.2311750_0.jpg
1240,515000,98002,Auburn,WA,725 7th St SE,3,3,https://www.redfin.com/WA/Auburn/725-7th-St-SE-98002/home/213990,https://ssl.cdn-redfin.com/photo/1/islphoto/934/genIslnoResize.2312934_0.jpg
1848,119900,98002,Auburn,WA,3611 I St NE 160,3,3,https://www.redfin.com/WA/Auburn/3611-I-St-NE-98002/unit-160/home/193679855,https://ssl.cdn-redfin.com/photo/1/islphoto/752/genIslnoResize.2312752_0.jpg
2580,745000,98001,Auburn,WA,37217 35th Ave S,4,4,https://www.redfin.com/WA/Auburn/37217-35th-Ave-S-98001/home/363347,https://ssl.cdn-redfin.com/photo/1/islphoto/788/genIslnoResize.2311788_0.jpg
1770,525950,98092,Auburn,WA,5909 Panorama Dr SE 16101,3,3,https://www.redfin.com/WA/Auburn/5909-Panorama-Dr-SE-98092/unit-16-101/home/23095081,https://ssl.cdn-redfin.com/photo/1/islphoto/743/genIslnoResize.2312743_0.jpg
1500,689000,98001,Auburn,WA,3803 S 284th Pl,3,3,https://www.redfin.com/WA/Auburn/3803-S-284th-Pl-98001/home/209456,https://ssl.cdn-redfin.com/photo/1/islphoto/250/genIslnoResize.2312250_0.jpg
1870,619000,98002,Auburn,WA,1102 22nd St NE,4,4,https://www.redfin.com/WA/Auburn/1102-22nd-St-NE-98002/home/218099,https://ssl.cdn-redfin.com/photo/1/islphoto/043/genIslnoResize.2312043_0.jpg
1500,499900,98002,Auburn,WA,1004 1st St NE,3,3,https://www.redfin.com/WA/Auburn/1004-1st-St-NE-98002/home/218733,https://ssl.cdn-redfin.com/photo/1/islphoto/969/genIslnoResize.2299969_0.jpg
2880,725000,98001,Auburn,WA,5118 S 288th Pl,4,4,https://www.redfin.com/WA/Auburn/5118-S-288th-Pl-98001/home/209712,https://ssl.cdn-redfin.com/photo/1/islphoto/239/genIslnoResize.2310239_0.jpg
2511,789000,98092,Auburn,WA,5123 Nathan Loop Ave SE,4,4,https://www.redfin.com/WA/Auburn/5123-Nathan-Loop-SE-98092/home/215742,https://ssl.cdn-redfin.com/photo/1/islphoto/187/genIslnoResize.2312187_0.jpg
1830,499950,98002,Auburn,WA,2835 Alpine St SE,4,4,https://www.redfin.com/WA/Auburn/2835-Alpine-St-SE-98002/home/215718,https://ssl.cdn-redfin.com/photo/1/islphoto/233/genIslnoResize.2308233_0.jpg
2636,600000,98002,Auburn,WA,1235 24th St SE,3,3,https://www.redfin.com/WA/Auburn/1235-24th-St-SE-98002/home/214995,https://ssl.cdn-redfin.com/photo/1/islphoto/128/genIslnoResize.2312128_0.jpg
3050,1598750,98001,Auburn,WA,37242 42nd Ave S,4,4,https://www.redfin.com/WA/Auburn/37242-42nd-Ave-S-98001/home/364053,https://ssl.cdn-redfin.com/photo/1/islphoto/314/genIslnoResize.2312314_0.jpg
840,425000,98002,Auburn,WA,124 15th St SE,2,2,https://www.redfin.com/WA/Auburn/124-15th-St-SE-98002/home/214537,https://ssl.cdn-redfin.com/photo/1/islphoto/779/genIslnoResize.2310779_0.jpg
1030,489990,98002,Auburn,WA,1508 Pike Pl NE,3,3,https://www.redfin.com/WA/Auburn/1508-Pike-Pl-NE-98002/home/218380,https://ssl.cdn-redfin.com/photo/1/islphoto/510/genIslnoResize.2311510_0.jpg
1530,449950,98092,Auburn,WA,31635 104th Ave SE,3,3,https://www.redfin.com/WA/Auburn/31635-104th-Ave-SE-98092/home/407923,https://ssl.cdn-redfin.com/photo/1/islphoto/742/genIslnoResize.2311742_0.jpg
3200,998000,98092,Auburn,WA,34716 169th Ave SE,4,4,https://www.redfin.com/WA/Auburn/34716-169th-Ave-SE-98092/home/379927,https://ssl.cdn-redfin.com/photo/1/islphoto/928/genIslnoResize.2308928_0.jpg
2060,659900,98001,Auburn,WA,34856 54th Ave S,3,3,https://www.redfin.com/WA/Auburn/34856-54th-Ave-S-98001/home/364840,https://ssl.cdn-redfin.com/photo/1/islphoto/843/genIslnoResize.2300843_0.jpg
2550,698880,98092,Auburn,WA,31505 114th Ave SE,4,4,https://www.redfin.com/WA/Auburn/31505-114th-Ave-SE-98092/home/406136,https://ssl.cdn-redfin.com/photo/1/islphoto/469/genIslnoResize.2311469_0.jpg
1660,665000,98001,Auburn,WA,3214 S 272nd Pl,3,3,https://www.redfin.com/WA/Auburn/3214-S-272nd-Pl-98001/home/208635,https://ssl.cdn-redfin.com/photo/1/islphoto/471/genIslnoResize.2306471_0.jpg
1660,538000,98001,Auburn,WA,29304 34th Ave S,3,3,https://www.redfin.com/WA/Auburn/29304-34th-Ave-S-98001/home/212327,https://ssl.cdn-redfin.com/photo/1/islphoto/370/genIslnoResize.2311370_0.jpg
2219,774990,98001,Auburn,WA,4532 S 328th Ct,3,3,https://www.redfin.com/WA/Auburn/4532-S-328th-Ct-98001/home/188727146,https://ssl.cdn-redfin.com/photo/595/islphoto/89E/genIslnoResize.606975C5489E_0.jpg
2760,749000,98092,Auburn,WA,2407 Redwood Ct,4,4,https://www.redfin.com/WA/Auburn/2407-Redwood-Ct-98092/home/40080057,https://ssl.cdn-redfin.com/photo/1/islphoto/089/genIslnoResize.2311089_0.jpg
2725,818888,98002,Auburn,WA,1601 4th St SE,8,8,https://www.redfin.com/WA/Auburn/1601-4th-St-SE-98002/home/2068832,https://ssl.cdn-redfin.com/photo/1/islphoto/322/genIslnoResize.2311322_0.jpg
1620,224500,98092,Auburn,WA,31600 126th Ave SE Unit E27,3,3,https://www.redfin.com/WA/Auburn/31600-126th-Ave-SE-98092/unit-E27/home/143342300,https://ssl.cdn-redfin.com/photo/1/islphoto/873/genIslnoResize.2309873_0.jpg
2741,849990,98001,Auburn,WA,4560 S 328th Ct,5,5,https://www.redfin.com/WA/Auburn/4560-S-328th-Ct-98001/home/188727121,https://ssl.cdn-redfin.com/photo/595/islphoto/2A0/genIslnoResize.34E76BD942A0_0.jpg
1840,549950,98092,Auburn,WA,33345 177th Pl SE,4,4,https://www.redfin.com/WA/Auburn/33345-177th-Pl-SE-98092/home/381056,https://ssl.cdn-redfin.com/photo/1/islphoto/082/genIslnoResize.2310082_1.jpg
1799,620000,98092,Auburn,WA,6113 Victoria Ct SE,4,4,https://www.redfin.com/WA/Auburn/6113-Victoria-Ct-SE-98092/home/2997242,https://ssl.cdn-redfin.com/photo/1/islphoto/193/genIslnoResize.2309193_0.jpg
2812,669888,98002,Auburn,WA,1203 22ND St NE,6,6,https://www.redfin.com/WA/Auburn/1203-22nd-St-NE-98002/home/218015,https://ssl.cdn-redfin.com/photo/1/islphoto/446/genIslnoResize.2310446_0.jpg
2219,774990,98001,Auburn,WA,4532 S 328 th Ct 26,3,3,https://www.redfin.com/WA/Auburn/4532-S-328th-Ct-98001/unit-26/home/193518154,https://ssl.cdn-redfin.com/photo/1/islphoto/602/genIslnoResize.2310602_0.jpg
2050,574950,98001,Auburn,WA,220 NW Clay St NW,3,3,https://www.redfin.com/WA/Auburn/220-Clay-St-NW-98001/home/218412,https://ssl.cdn-redfin.com/photo/1/islphoto/669/genIslnoResize.2308669_0.jpg
2905,879000,98092,Auburn,WA,11622 SE 284th St,4,4,https://www.redfin.com/WA/Auburn/11622-SE-284th-St-98092/home/405629,https://ssl.cdn-redfin.com/photo/1/islphoto/380/genIslnoResize.2310380_0.jpg
1670,575000,98001,Auburn,WA,4338 S 347th St,3,3,https://www.redfin.com/WA/Auburn/4338-S-347th-St-98001/home/363841,https://ssl.cdn-redfin.com/photo/1/islphoto/518/genIslnoResize.2309518_0.jpg
780,649000,98092,Auburn,WA,34010 146th Ave SE,2,2,https://www.redfin.com/WA/Auburn/34010-146th-Ave-SE-98092/home/2085196,https://ssl.cdn-redfin.com/photo/1/islphoto/183/genIslnoResize.2308183_0.jpg
1010,495000,98092,Auburn,WA,16122 SE 318th Pl,3,3,https://www.redfin.com/WA/Auburn/16122-SE-318th-Pl-98092/home/380167,https://ssl.cdn-redfin.com/photo/1/islphoto/466/genIslnoResize.2300466_0.jpg
1440,124950,98002,Auburn,WA,1402 22nd St NE 235,2,2,https://www.redfin.com/WA/Auburn/1402-22nd-St-NE-98002/unit-235/home/21997136,https://ssl.cdn-redfin.com/photo/1/islphoto/322/genIslnoResize.2308322_0.jpg
1170,175000,98002,Auburn,WA,607 37th St SE 78,3,3,https://www.redfin.com/WA/Auburn/607-37th-St-SE-98002/unit-78/home/193461998,https://ssl.cdn-redfin.com/photo/1/islphoto/401/genIslnoResize.2308401_0.jpg
1032,130000,98002,Auburn,WA,2302 R Street Ct 69,2,2,https://www.redfin.com/WA/Auburn/2302-R-St-SE-98002/unit-69/home/105464021,https://ssl.cdn-redfin.com/photo/1/islphoto/164/genIslnoResize.2309164_0.jpg
1066,360000,99809,Auburn,WA,4720 Mill Pond Dr SE 508,2,2,https://www.redfin.com/WA/Auburn/4720-Mill-Pond-Dr-SE-98092/unit-508/home/145238797,https://ssl.cdn-redfin.com/photo/1/islphoto/316/genIslnoResize.2309316_1.jpg
1900,739000,98032,Auburn,WA,33603 132nd Pl SE,4,4,https://www.redfin.com/WA/Auburn/33603-132nd-Pl-SE-98092/home/380198,https://ssl.cdn-redfin.com/photo/1/islphoto/740/genIslnoResize.2308740_0.jpg
910,305000,98002,Auburn,WA,1101 37th St SE 103,2,2,https://www.redfin.com/WA/Auburn/1101-37th-St-SE-98002/unit-103/home/18305,https://ssl.cdn-redfin.com/photo/1/islphoto/977/genIslnoResize.2308977_0.jpg
1650,600000,98092,Auburn,WA,11517 SE 322nd Pl,3,3,https://www.redfin.com/WA/Auburn/11517-SE-322nd-Pl-98092/home/406253,https://ssl.cdn-redfin.com/photo/1/islphoto/027/genIslnoResize.2303027_0.jpg
952,410000,98002,Auburn,WA,2809 O St SE 1,2,2,https://www.redfin.com/WA/Auburn/2809-O-St-SE-98002/unit-1/home/12538862,https://ssl.cdn-redfin.com/photo/1/islphoto/025/genIslnoResize.2309025_0.jpg
2070,714900,98092,Auburn,WA,30622 115th Ct SE,4,4,https://www.redfin.com/WA/Auburn/30622-115th-Ct-SE-98092/home/406787,https://ssl.cdn-redfin.com/photo/1/islphoto/796/genIslnoResize.2308796_1.jpg
1376,425000,98002,Auburn,WA,1302 3rd St SE 1,3,3,https://www.redfin.com/WA/Auburn/1302-3rd-St-SE-98002/unit-1/home/191505436,https://ssl.cdn-redfin.com/photo/1/islphoto/805/genIslnoResize.2308805_0.jpg
1248,60000,98002,Auburn,WA,2302 R St SE 128,2,2,https://www.redfin.com/WA/Auburn/2302-R-St-SE-98002/unit-128/home/178420558,https://ssl.cdn-redfin.com/photo/1/islphoto/774/genIslnoResize.2308774_0.jpg
1400,599999,98002,Auburn,WA,1003 8th St NE,3,3,https://www.redfin.com/WA/Auburn/1003-8th-St-NE-98002/home/217812,https://ssl.cdn-redfin.com/photo/1/islphoto/409/genIslnoResize.2305409_1.jpg
1259,299000,98092,Auburn,WA,3435 Auburn Way S 41,3,3,https://www.redfin.com/WA/Auburn/3435-Auburn-Way-S-98092/unit-41/home/41359,https://ssl.cdn-redfin.com/photo/1/islphoto/420/genIslnoResize.2308420_0.jpg
1560,510000,98092,Auburn,WA,12315 SE 310th Ln 75,3,3,https://www.redfin.com/WA/Auburn/12315-SE-310th-Ln-98092/unit-75/home/65964,https://ssl.cdn-redfin.com/photo/1/islphoto/939/genIslnoResize.2307939_0.jpg
1550,589000,98092,Auburn,WA,12626 SE 317th St,5,5,https://www.redfin.com/WA/Auburn/12626-SE-317th-St-98092/home/406172,https://ssl.cdn-redfin.com/photo/1/islphoto/603/genIslnoResize.2306603_0.jpg
1160,379000,98002,Auburn,WA,1519 22nd St NE,2,2,https://www.redfin.com/WA/Auburn/1519-22nd-St-NE-98002/home/71671,https://ssl.cdn-redfin.com/photo/1/islphoto/654/genIslnoResize.2307654_0.jpg
1597,575000,98002,Auburn,WA,206 13th St SE,3,3,https://www.redfin.com/WA/Auburn/206-13th-St-SE-98002/home/2092229,https://ssl.cdn-redfin.com/system_files/media/1008808_JPG/genDesktopMapHomeCardUrl/item_3.jpg
924,85000,98002,Auburn,WA,210 37th St SE 94,2,2,https://www.redfin.com/WA/Auburn/210-37th-St-SE-98002/unit-94/home/176041352,https://ssl.cdn-redfin.com/photo/1/islphoto/396/genIslnoResize.2307396_0.jpg
2565,899950,98092,Auburn,WA,12457 S East 305th Pl,5,5,https://www.redfin.com/WA/Auburn/12457-SE-305th-Pl-98092/home/193379852,https://ssl.cdn-redfin.com/photo/595/islphoto/4AD/genIslnoResize.FDA0465AC4AD_0.jpg
1979,765000,98092,Auburn,WA,30605 134th Ave SE,3,3,https://www.redfin.com/WA/Auburn/30605-134th-Ave-SE-98092/home/40089445,https://ssl.cdn-redfin.com/photo/1/islphoto/391/genIslnoResize.2307391_0.jpg
2737,829000,98092,Auburn,WA,5530 Douglas Ave SE,4,4,https://www.redfin.com/WA/Auburn/5530-Douglas-Ave-SE-98092/home/35625062,https://ssl.cdn-redfin.com/photo/1/islphoto/348/genIslnoResize.2307348_0.jpg
1344,94999,98002,Auburn,WA,3611 I St NE 24,2,2,https://www.redfin.com/WA/Auburn/3611-I-St-NE-98002/unit-24/home/175703963,https://ssl.cdn-redfin.com/photo/1/islphoto/234/genIslnoResize.2306234_0.jpg
904,420000,98002,Auburn,WA,2613 Pike St SE,3,3,https://www.redfin.com/WA/Auburn/2613-Pike-St-SE-98002/home/213090,https://ssl.cdn-redfin.com/photo/1/islphoto/110/genIslnoResize.2306110_0.jpg
820,485000,98002,Auburn,WA,706 4th St SE,2,2,https://www.redfin.com/WA/Auburn/706-4th-St-SE-98002/home/219213,https://ssl.cdn-redfin.com/photo/1/islphoto/432/genIslnoResize.2293432_0.jpg
1456,169999,98002,Auburn,WA,1402 22nd St NE 423,2,2,https://www.redfin.com/WA/Auburn/423-22nd-St-NE-98002/unit-423/home/176041263,https://ssl.cdn-redfin.com/photo/1/islphoto/988/genIslnoResize.2302988_0.jpg
3581,949900,98092,Auburn,WA,6133 Montevista Dr SE,6,6,https://www.redfin.com/WA/Auburn/6133-Montevista-Dr-SE-98092/home/3037597,https://ssl.cdn-redfin.com/photo/1/islphoto/099/genIslnoResize.2306099_0.jpg
2434,685000,98001,Auburn,WA,35031 41st Pl S,4,4,https://www.redfin.com/WA/Auburn/35031-41st-Pl-S-98001/home/12317861,https://ssl.cdn-redfin.com/photo/1/islphoto/594/genIslnoResize.2305594_0.jpg
1930,699000,98092,Auburn,WA,21223 SE 351st St,4,4,https://www.redfin.com/WA/Auburn/21223-SE-351st-St-98092/home/379632,https://ssl.cdn-redfin.com/photo/1/islphoto/873/genIslnoResize.2303873_0.jpg
3290,799000,98001,Auburn,WA,35011 52nd Ave S,4,4,https://www.redfin.com/WA/Auburn/35011-52nd-Ave-S-98001/home/364232,https://ssl.cdn-redfin.com/photo/1/islphoto/292/genIslnoResize.2305292_0.jpg
1848,190000,98002,Auburn,WA,1402 22nd St W 531,3,3,https://www.redfin.com/WA/Auburn/1402-22nd-St-NE-98002/unit-531/home/193315666,https://ssl.cdn-redfin.com/photo/1/islphoto/341/genIslnoResize.2305341_1.jpg
1942,900000,98092,Auburn,WA,39606 Auburn Enumclaw Rd SE,3,3,https://www.redfin.com/WA/Auburn/39606-Auburn-Enumclaw-Rd-SE-98092/home/216776,https://ssl.cdn-redfin.com/photo/1/islphoto/507/genIslnoResize.2305507_0.jpg
2616,739950,98092,Auburn,WA,29019 121st Way SE,4,4,https://www.redfin.com/WA/Auburn/29019-121st-Way-SE-98092/home/22525019,https://ssl.cdn-redfin.com/photo/1/islphoto/842/genIslnoResize.2304842_0.jpg
932,375000,98092,Auburn,WA,1108 59th St SE Unit D14,2,2,https://www.redfin.com/WA/Auburn/1108-59th-St-SE-98092/unit-D14/home/3006207,https://ssl.cdn-redfin.com/photo/1/islphoto/291/genIslnoResize.2304291_0.jpg
1894,634900,98092,Auburn,WA,1947 62nd Loop SE,4,4,https://www.redfin.com/WA/Auburn/1947-62nd-Loop-SE-98092/home/3001217,https://ssl.cdn-redfin.com/photo/1/islphoto/546/genIslnoResize.2304546_0.jpg
2350,750000,98001,Auburn,WA,31416 55th Ave S,4,4,https://www.redfin.com/WA/Auburn/31416-55th-Ave-S-98001/home/212536,https://ssl.cdn-redfin.com/photo/1/islphoto/699/genIslnoResize.2303699_1.jpg
2400,895000,98092,Auburn,WA,11225 SE 327th St,3,3,https://www.redfin.com/WA/Auburn/11225-SE-327th-St-98092/home/407459,https://ssl.cdn-redfin.com/system_files/media/969271_JPG/genDesktopMapHomeCardUrl/item_40.jpg
2913,785000,98092,Auburn,WA,1221 68th Loop SE,4,4,https://www.redfin.com/WA/Auburn/1221-68th-Loop-SE-98092/home/3007931,https://ssl.cdn-redfin.com/photo/1/islphoto/231/genIslnoResize.2302231_1.jpg
2230,720000,98001,Auburn,WA,28229 46th St S,3,3,https://www.redfin.com/WA/Auburn/28229-46th-Ave-S-98001/home/209468,https://ssl.cdn-redfin.com/photo/1/islphoto/242/genIslnoResize.2294242_0.jpg
3390,752000,98003,Federal Way,WA,37707 30th Pl S,5,5,https://www.redfin.com/WA/Federal-Way/37707-30th-Pl-S-98003/home/109660282,https://ssl.cdn-redfin.com/photo/1/islphoto/674/genIslnoResize.2303674_0.jpg
4060,1099999,98092,Auburn,WA,11401 SE 326th Pl,5,5,https://www.redfin.com/WA/Auburn/11401-SE-326th-Pl-98092/home/406149,https://ssl.cdn-redfin.com/system_files/media/1003421_JPG/genDesktopMapHomeCardUrl/item_23.jpg
900,295000,98002,Auburn,WA,1101 37th St SE 804,2,2,https://www.redfin.com/WA/Auburn/1101-37th-St-SE-98002/unit-804/home/40389,https://ssl.cdn-redfin.com/photo/1/islphoto/281/genIslnoResize.2302281_0.jpg
3581,940000,98092,Auburn,WA,6303 Montevista Dr SE,5,5,https://www.redfin.com/WA/Auburn/6303-Montevista-Dr-SE-98092/home/3036897,https://ssl.cdn-redfin.com/system_files/media/1003015_JPG/genDesktopMapHomeCardUrl/item_69.jpg
1848,194999,98092,Auburn,WA,31600 126th Ave SE 47,4,4,https://www.redfin.com/WA/Auburn/31600-126th-Ave-SE-98092/unit-47/home/21909276,https://ssl.cdn-redfin.com/photo/1/islphoto/290/genIslnoResize.2301290_0.jpg
2110,660000,98001,Auburn,WA,29665 57th Pl S,4,4,https://www.redfin.com/WA/Auburn/29665-57th-Pl-S-98001/home/209772,https://ssl.cdn-redfin.com/photo/1/islphoto/324/genIslnoResize.2299324_0.jpg
1530,515000,98002,Auburn,WA,706 Cedar Dr SE,3,3,https://www.redfin.com/WA/Auburn/706-Cedar-Dr-SE-98002/home/213964,https://ssl.cdn-redfin.com/photo/1/islphoto/186/genIslnoResize.2296186_2.jpg
623,233000,98002,Auburn,WA,3428 I St NE Unit S102,1,1,https://www.redfin.com/WA/Auburn/3428-I-St-NE-98002/unit-S102/home/191479181,https://ssl.cdn-redfin.com/photo/1/islphoto/445/genIslnoResize.2300445_0.jpg
1440,130000,98002,Auburn,WA,1402 22nd St NE 79,2,2,https://www.redfin.com/WA/Auburn/1402-22nd-St-NE-98002/unit-79/home/40200199,https://ssl.cdn-redfin.com/photo/1/islphoto/537/genIslnoResize.2294537_0.jpg
